NPI,SERVICE_AREA_STATE,COUNTY,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP,SPECIALTY,SERVICE_AREA_COVERAGE_PROVIDER_COUNT,MULTI_PROVIDER_AREA_FLAG,PROVIDER_COVERAGE_SHARE,SERVICE_AREA_PROVIDER_DENSITY_SCORE,SERVICE_AREA_ACCESS_LEVEL
1800000493,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000494,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000495,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000496,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000497,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000498,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000499,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000500,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000501,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000502,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000503,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000504,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000505,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000506,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000507,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000508,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000509,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000510,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000511,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000512,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000513,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000514,TX,Bexar,TX48201,TX48029-PSY,78250,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800000515,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000516,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000517,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000518,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000519,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000520,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000521,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000522,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000523,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000524,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000525,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000526,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000527,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000528,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000529,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000530,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000531,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000532,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000533,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000534,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000535,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000536,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000537,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000538,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000539,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000540,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000541,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000542,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000543,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000544,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000545,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000546,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000547,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000548,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000549,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000550,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000551,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000552,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000553,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000554,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000555,TX,Bexar,TX48201,TX48029-PUL,78250,Pulmonary,41,1,0.02439,50.05,HIGH COVERAGE
1800000556,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000557,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000558,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000559,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000560,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000561,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000562,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000563,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000564,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000565,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000566,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000567,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000568,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000569,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000570,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000571,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000572,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000573,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000574,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000575,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000576,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000577,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000578,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000579,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000580,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000581,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000582,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000583,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000584,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000585,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000586,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000587,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000588,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000589,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000590,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000591,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000592,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000593,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000594,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000595,TX,Bexar,TX48201,TX48029-RHE,78250,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800000596,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000597,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000598,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000599,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000600,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000601,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000602,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000603,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000604,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000605,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000606,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000607,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000608,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000609,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000610,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000611,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000612,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000613,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000614,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000615,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000616,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000617,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000618,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000619,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000620,TX,Collin,TX48201,TX48085-CAR,75050,Cardiology,25,1,0.04,33.2,HIGH COVERAGE
1800000621,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000622,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000623,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000624,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000625,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000626,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000627,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000628,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000629,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000630,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000631,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000632,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000633,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000634,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000635,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000636,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000637,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000638,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000639,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000640,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000641,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000642,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000643,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000644,TX,Collin,TX48201,TX48085-END,75050,Endocrinology,24,1,0.041667,31.37,CRITICAL COVERAGE
1800000645,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000646,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000647,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000648,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000649,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000650,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000651,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000652,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000653,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000654,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000655,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000656,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000657,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000658,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000659,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000660,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000661,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000662,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000663,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000664,TX,Collin,TX48201,TX48085-PSY,75050,Psychiatry,20,1,0.05,15.38,CRITICAL COVERAGE
1800000665,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000666,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000667,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000668,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000669,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000670,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000671,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000672,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000673,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000674,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000675,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000676,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000677,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000678,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000679,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000680,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000681,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000682,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000683,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000684,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000685,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000686,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000687,TX,Collin,TX48201,TX48085-PUL,75050,Pulmonary,23,1,0.043478,27.88,CRITICAL COVERAGE
1800000688,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000689,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000690,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000691,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000692,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000693,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000694,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000695,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000696,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000697,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000698,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000699,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000700,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000701,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000702,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000703,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000704,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000705,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000706,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000707,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000708,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000709,TX,Collin,TX48201,TX48085-RHE,75050,Rheumatology,22,1,0.045455,22.82,CRITICAL COVERAGE
1800000710,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000711,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000712,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000713,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000714,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000715,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000716,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000717,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000718,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000719,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
1800000720,TX,Dallas,TX48201,TX48113-CAR,75250,Cardiology,60,1,0.016667,74.08,MODERATE COVERAGE
