COUNTY_FIPS,STATEDESC,REQUIRED_SPECIALTY,DISEASE,ESTIMATED_PATIENTS,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES,PATIENTS_PER_PROVIDER,MEDIAN_PATIENTS_PER_PROVIDER,MEAN_PATIENTS_PER_PROVIDER,ACCESS_GAP_LEVEL,UC05_KEY,COUNTY_NAME
26125,Michigan,Pulmonary,Respiratory Disease,3846,2,474,1316.6,1923.0,4251.578947,5741.879972,LOW GAP,26125|Pulmonary,Oakland County
48439,Texas,Endocrinology,Diabetes,6605,1,92,304.0,6605.0,18070.0,22988.768287,LOW GAP,48439|Endocrinology,Tarrant County
48029,Texas,Pulmonary,Respiratory Disease,5338,1,545,2441.9,5338.0,4251.578947,5741.879972,HIGH GAP,48029|Pulmonary,Bexar County
26099,Michigan,Pulmonary,Respiratory Disease,1353,1,375,856.3,1353.0,4251.578947,5741.879972,LOW GAP,26099|Pulmonary,Macomb County
48201,Texas,Cardiology,Heart Disease,2771,1,310,1003.7,2771.0,10823.136364,15071.056217,LOW GAP,48201|Cardiology,Harris County
26163,Michigan,Pulmonary,Respiratory Disease,5107,1,296,550.1,5107.0,4251.578947,5741.879972,HIGH GAP,26163|Pulmonary,Wayne County
48085,Texas,Pulmonary,Respiratory Disease,4915,3,2518,7585.9,1638.3333,4251.578947,5741.879972,LOW GAP,48085|Pulmonary,Collin County
37051,North Carolina,Psychiatry,Mental Health Disorders,1176,1,832,1502.0,1176.0,3104.5,4291.159571,LOW GAP,37051|Psychiatry,Cumberland County
37067,North Carolina,Cardiology,Heart Disease,2731,1,451,1463.9,2731.0,10823.136364,15071.056217,LOW GAP,37067|Cardiology,Forsyth County
26077,Michigan,Pulmonary,Respiratory Disease,653,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
48201,Texas,Endocrinology,Diabetes,8508,2,1612,4328.3,4254.0,18070.0,22988.768287,LOW GAP,48201|Endocrinology,Harris County
26125,Michigan,Rheumatology,Arthritis,5621,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26125|Rheumatology,Oakland County
37051,North Carolina,Psychiatry,Mental Health Disorders,1886,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37051|Psychiatry,Cumberland County
37183,North Carolina,Endocrinology,Diabetes,113141,1,229,1016.2,113141.0,18070.0,22988.768287,CRITICAL GAP,37183|Endocrinology,Wake County
37119,North Carolina,Endocrinology,Diabetes,48273,2,872,1806.1,24136.5,18070.0,22988.768287,HIGH GAP,37119|Endocrinology,Mecklenburg County
26049,Michigan,Pulmonary,Respiratory Disease,14837,2,1409,3248.1,7418.5,4251.578947,5741.879972,HIGH GAP,26049|Pulmonary,Genesee County
26125,Michigan,Psychiatry,Mental Health Disorders,1249,2,1178,4819.8,624.5,3104.5,4291.159571,LOW GAP,26125|Psychiatry,Oakland County
26049,Michigan,Pulmonary,Respiratory Disease,26490,1,372,1035.0,26490.0,4251.578947,5741.879972,CRITICAL GAP,26049|Pulmonary,Genesee County
26125,Michigan,Rheumatology,Arthritis,15780,2,1261,2410.5,7890.0,10453.0,13315.598761,MODERATE GAP,26125|Rheumatology,Oakland County
26077,Michigan,Pulmonary,Respiratory Disease,7406,2,898,3318.1,3703.0,4251.578947,5741.879972,MODERATE GAP,26077|Pulmonary,Kalamazoo County
26077,Michigan,Rheumatology,Arthritis,71540,1,431,1820.6,71540.0,10453.0,13315.598761,CRITICAL GAP,26077|Rheumatology,Kalamazoo County
37119,North Carolina,Endocrinology,Diabetes,28765,3,2091,8425.0,9588.3333,18070.0,22988.768287,MODERATE GAP,37119|Endocrinology,Mecklenburg County
48439,Texas,Cardiology,Heart Disease,22273,3,1013,4085.9,7424.3333,10823.136364,15071.056217,MODERATE GAP,48439|Cardiology,Tarrant County
48201,Texas,Endocrinology,Diabetes,20796,1,197,595.3,20796.0,18070.0,22988.768287,HIGH GAP,48201|Endocrinology,Harris County
48029,Texas,Cardiology,Heart Disease,12677,2,1691,4758.0,6338.5,10823.136364,15071.056217,MODERATE GAP,48029|Cardiology,Bexar County
48029,Texas,Pulmonary,Respiratory Disease,5998,1,239,674.7,5998.0,4251.578947,5741.879972,HIGH GAP,48029|Pulmonary,Bexar County
37081,North Carolina,Psychiatry,Mental Health Disorders,15897,1,226,718.7,15897.0,3104.5,4291.159571,CRITICAL GAP,37081|Psychiatry,Guilford County
37051,North Carolina,Rheumatology,Arthritis,24406,2,666,2263.9,12203.0,10453.0,13315.598761,HIGH GAP,37051|Rheumatology,Cumberland County
37081,North Carolina,Rheumatology,Arthritis,3725,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37081|Rheumatology,Guilford County
26125,Michigan,Psychiatry,Mental Health Disorders,8681,2,1661,4519.0,4340.5,3104.5,4291.159571,HIGH GAP,26125|Psychiatry,Oakland County
48201,Texas,Cardiology,Heart Disease,32792,5,3594,12559.4,6558.4,10823.136364,15071.056217,MODERATE GAP,48201|Cardiology,Harris County
37081,North Carolina,Cardiology,Heart Disease,17573,1,178,754.8,17573.0,10823.136364,15071.056217,HIGH GAP,37081|Cardiology,Guilford County
26099,Michigan,Pulmonary,Respiratory Disease,6054,2,1525,4876.6,3027.0,4251.578947,5741.879972,MODERATE GAP,26099|Pulmonary,Macomb County
48085,Texas,Cardiology,Heart Disease,25352,1,91,166.3,25352.0,10823.136364,15071.056217,CRITICAL GAP,48085|Cardiology,Collin County
37067,North Carolina,Cardiology,Heart Disease,3869,1,508,2186.9,3869.0,10823.136364,15071.056217,LOW GAP,37067|Cardiology,Forsyth County
26099,Michigan,Rheumatology,Arthritis,5102,1,653,1778.3,5102.0,10453.0,13315.598761,LOW GAP,26099|Rheumatology,Macomb County
48085,Texas,Cardiology,Heart Disease,1595,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48085|Cardiology,Collin County
26163,Michigan,Rheumatology,Arthritis,746,1,121,281.0,746.0,10453.0,13315.598761,LOW GAP,26163|Rheumatology,Wayne County
48113,Texas,Cardiology,Heart Disease,13646,1,190,310.6,13646.0,10823.136364,15071.056217,HIGH GAP,48113|Cardiology,Dallas County
37081,North Carolina,Psychiatry,Mental Health Disorders,932,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37081|Psychiatry,Guilford County
48201,Texas,Cardiology,Heart Disease,68792,2,486,1705.6,34396.0,10823.136364,15071.056217,CRITICAL GAP,48201|Cardiology,Harris County
37067,North Carolina,Rheumatology,Arthritis,1394,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37067|Rheumatology,Forsyth County
48439,Texas,Cardiology,Heart Disease,41105,2,496,1178.6,20552.5,10823.136364,15071.056217,HIGH GAP,48439|Cardiology,Tarrant County
26077,Michigan,Pulmonary,Respiratory Disease,965,1,317,1288.0,965.0,4251.578947,5741.879972,LOW GAP,26077|Pulmonary,Kalamazoo County
48201,Texas,Cardiology,Heart Disease,3513,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48201|Cardiology,Harris County
48085,Texas,Endocrinology,Diabetes,3097,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48085|Endocrinology,Collin County
37067,North Carolina,Endocrinology,Diabetes,11506,1,84,217.8,11506.0,18070.0,22988.768287,MODERATE GAP,37067|Endocrinology,Forsyth County
48085,Texas,Pulmonary,Respiratory Disease,3194,1,349,1115.9,3194.0,4251.578947,5741.879972,MODERATE GAP,48085|Pulmonary,Collin County
26049,Michigan,Psychiatry,Mental Health Disorders,17557,4,1263,4407.5,4389.25,3104.5,4291.159571,HIGH GAP,26049|Psychiatry,Genesee County
26099,Michigan,Psychiatry,Mental Health Disorders,6604,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26099|Psychiatry,Macomb County
26099,Michigan,Rheumatology,Arthritis,34121,1,248,616.1,34121.0,10453.0,13315.598761,CRITICAL GAP,26099|Rheumatology,Macomb County
37067,North Carolina,Endocrinology,Diabetes,25502,1,417,1659.7,25502.0,18070.0,22988.768287,HIGH GAP,37067|Endocrinology,Forsyth County
26099,Michigan,Pulmonary,Respiratory Disease,4694,1,570,1966.8,4694.0,4251.578947,5741.879972,HIGH GAP,26099|Pulmonary,Macomb County
26077,Michigan,Pulmonary,Respiratory Disease,252,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
37119,North Carolina,Cardiology,Heart Disease,17968,3,715,2647.0,5989.3333,10823.136364,15071.056217,MODERATE GAP,37119|Cardiology,Mecklenburg County
37081,North Carolina,Cardiology,Heart Disease,24457,2,144,577.2,12228.5,10823.136364,15071.056217,HIGH GAP,37081|Cardiology,Guilford County
37119,North Carolina,Rheumatology,Arthritis,84458,1,325,767.1,84458.0,10453.0,13315.598761,CRITICAL GAP,37119|Rheumatology,Mecklenburg County
26125,Michigan,Psychiatry,Mental Health Disorders,1955,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
26049,Michigan,Rheumatology,Arthritis,21100,1,228,426.7,21100.0,10453.0,13315.598761,CRITICAL GAP,26049|Rheumatology,Genesee County
48113,Texas,Pulmonary,Respiratory Disease,1971,1,425,1755.3,1971.0,4251.578947,5741.879972,LOW GAP,48113|Pulmonary,Dallas County
37067,North Carolina,Endocrinology,Diabetes,17156,3,992,3553.5,5718.6667,18070.0,22988.768287,LOW GAP,37067|Endocrinology,Forsyth County
37081,North Carolina,Cardiology,Heart Disease,19726,1,95,410.5,19726.0,10823.136364,15071.056217,HIGH GAP,37081|Cardiology,Guilford County
37067,North Carolina,Psychiatry,Mental Health Disorders,14672,4,897,3515.1,3668.0,3104.5,4291.159571,HIGH GAP,37067|Psychiatry,Forsyth County
48029,Texas,Pulmonary,Respiratory Disease,3196,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48029|Pulmonary,Bexar County
48201,Texas,Cardiology,Heart Disease,14769,1,150,657.9,14769.0,10823.136364,15071.056217,HIGH GAP,48201|Cardiology,Harris County
37183,North Carolina,Rheumatology,Arthritis,5927,1,191,624.9,5927.0,10453.0,13315.598761,MODERATE GAP,37183|Rheumatology,Wake County
26125,Michigan,Psychiatry,Mental Health Disorders,30,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
37067,North Carolina,Psychiatry,Mental Health Disorders,62651,2,317,1140.7,31325.5,3104.5,4291.159571,CRITICAL GAP,37067|Psychiatry,Forsyth County
37183,North Carolina,Endocrinology,Diabetes,36678,2,1180,3114.2,18339.0,18070.0,22988.768287,HIGH GAP,37183|Endocrinology,Wake County
48029,Texas,Cardiology,Heart Disease,9681,1,706,2537.6,9681.0,10823.136364,15071.056217,MODERATE GAP,48029|Cardiology,Bexar County
48201,Texas,Cardiology,Heart Disease,31351,4,1225,4153.8,7837.75,10823.136364,15071.056217,MODERATE GAP,48201|Cardiology,Harris County
48085,Texas,Endocrinology,Diabetes,8533,1,650,1563.4,8533.0,18070.0,22988.768287,LOW GAP,48085|Endocrinology,Collin County
26077,Michigan,Pulmonary,Respiratory Disease,517,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
48029,Texas,Cardiology,Heart Disease,7695,1,621,1553.1,7695.0,10823.136364,15071.056217,MODERATE GAP,48029|Cardiology,Bexar County
26163,Michigan,Psychiatry,Mental Health Disorders,4533,1,67,111.0,4533.0,3104.5,4291.159571,HIGH GAP,26163|Psychiatry,Wayne County
37067,North Carolina,Endocrinology,Diabetes,18548,2,1377,5341.5,9274.0,18070.0,22988.768287,MODERATE GAP,37067|Endocrinology,Forsyth County
26125,Michigan,Psychiatry,Mental Health Disorders,5771,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
48029,Texas,Cardiology,Heart Disease,9733,4,2080,8961.5,2433.25,10823.136364,15071.056217,LOW GAP,48029|Cardiology,Bexar County
26125,Michigan,Pulmonary,Respiratory Disease,4472,1,858,2530.9,4472.0,4251.578947,5741.879972,HIGH GAP,26125|Pulmonary,Oakland County
26099,Michigan,Psychiatry,Mental Health Disorders,5519,1,252,967.0,5519.0,3104.5,4291.159571,HIGH GAP,26099|Psychiatry,Macomb County
37119,North Carolina,Psychiatry,Mental Health Disorders,1425,1,159,405.0,1425.0,3104.5,4291.159571,LOW GAP,37119|Psychiatry,Mecklenburg County
48439,Texas,Endocrinology,Diabetes,162204,1,506,2224.5,162204.0,18070.0,22988.768287,CRITICAL GAP,48439|Endocrinology,Tarrant County
37067,North Carolina,Endocrinology,Diabetes,1755,1,836,3314.6,1755.0,18070.0,22988.768287,LOW GAP,37067|Endocrinology,Forsyth County
48085,Texas,Pulmonary,Respiratory Disease,5936,2,1256,2567.2,2968.0,4251.578947,5741.879972,MODERATE GAP,48085|Pulmonary,Collin County
26163,Michigan,Rheumatology,Arthritis,24898,4,1075,1623.8,6224.5,10453.0,13315.598761,MODERATE GAP,26163|Rheumatology,Wayne County
37067,North Carolina,Psychiatry,Mental Health Disorders,3068,1,491,1442.5,3068.0,3104.5,4291.159571,MODERATE GAP,37067|Psychiatry,Forsyth County
37051,North Carolina,Cardiology,Heart Disease,352,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37051|Cardiology,Cumberland County
37183,North Carolina,Rheumatology,Arthritis,8944,1,221,835.6,8944.0,10453.0,13315.598761,MODERATE GAP,37183|Rheumatology,Wake County
26077,Michigan,Pulmonary,Respiratory Disease,54570,4,2781,10789.2,13642.5,4251.578947,5741.879972,CRITICAL GAP,26077|Pulmonary,Kalamazoo County
26099,Michigan,Pulmonary,Respiratory Disease,8121,1,734,2688.6,8121.0,4251.578947,5741.879972,HIGH GAP,26099|Pulmonary,Macomb County
48113,Texas,Endocrinology,Diabetes,20948,1,384,1638.0,20948.0,18070.0,22988.768287,HIGH GAP,48113|Endocrinology,Dallas County
48029,Texas,Cardiology,Heart Disease,12979,1,653,2899.7,12979.0,10823.136364,15071.056217,HIGH GAP,48029|Cardiology,Bexar County
48029,Texas,Cardiology,Heart Disease,37671,2,1547,3040.8,18835.5,10823.136364,15071.056217,HIGH GAP,48029|Cardiology,Bexar County
26099,Michigan,Rheumatology,Arthritis,7034,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26099|Rheumatology,Macomb County
26163,Michigan,Pulmonary,Respiratory Disease,42537,2,1034,1850.0,21268.5,4251.578947,5741.879972,CRITICAL GAP,26163|Pulmonary,Wayne County
26125,Michigan,Psychiatry,Mental Health Disorders,2719,1,893,1986.2,2719.0,3104.5,4291.159571,MODERATE GAP,26125|Psychiatry,Oakland County
37051,North Carolina,Endocrinology,Diabetes,27075,2,1159,3526.8,13537.5,18070.0,22988.768287,MODERATE GAP,37051|Endocrinology,Cumberland County
37067,North Carolina,Cardiology,Heart Disease,3239,1,736,1888.5,3239.0,10823.136364,15071.056217,LOW GAP,37067|Cardiology,Forsyth County
37081,North Carolina,Psychiatry,Mental Health Disorders,21447,1,416,895.9,21447.0,3104.5,4291.159571,CRITICAL GAP,37081|Psychiatry,Guilford County
48085,Texas,Cardiology,Heart Disease,117648,1,881,2409.3,117648.0,10823.136364,15071.056217,CRITICAL GAP,48085|Cardiology,Collin County
37119,North Carolina,Rheumatology,Arthritis,7462,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37119|Rheumatology,Mecklenburg County
26099,Michigan,Psychiatry,Mental Health Disorders,29100,1,116,223.5,29100.0,3104.5,4291.159571,CRITICAL GAP,26099|Psychiatry,Macomb County
26077,Michigan,Pulmonary,Respiratory Disease,501,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
26077,Michigan,Psychiatry,Mental Health Disorders,6126,1,139,291.2,6126.0,3104.5,4291.159571,HIGH GAP,26077|Psychiatry,Kalamazoo County
26077,Michigan,Psychiatry,Mental Health Disorders,993,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26077|Psychiatry,Kalamazoo County
48439,Texas,Cardiology,Heart Disease,18413,1,595,911.6,18413.0,10823.136364,15071.056217,HIGH GAP,48439|Cardiology,Tarrant County
48029,Texas,Cardiology,Heart Disease,3890,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48029|Cardiology,Bexar County
37051,North Carolina,Psychiatry,Mental Health Disorders,1695,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37051|Psychiatry,Cumberland County
48085,Texas,Endocrinology,Diabetes,35360,2,1704,3204.9,17680.0,18070.0,22988.768287,MODERATE GAP,48085|Endocrinology,Collin County
48113,Texas,Cardiology,Heart Disease,9659,1,501,1662.3,9659.0,10823.136364,15071.056217,MODERATE GAP,48113|Cardiology,Dallas County
37051,North Carolina,Rheumatology,Arthritis,8475,1,319,1313.8,8475.0,10453.0,13315.598761,MODERATE GAP,37051|Rheumatology,Cumberland County
26099,Michigan,Psychiatry,Mental Health Disorders,7523,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26099|Psychiatry,Macomb County
48085,Texas,Cardiology,Heart Disease,3108,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48085|Cardiology,Collin County
37081,North Carolina,Psychiatry,Mental Health Disorders,42433,2,336,1421.2,21216.5,3104.5,4291.159571,CRITICAL GAP,37081|Psychiatry,Guilford County
37081,North Carolina,Psychiatry,Mental Health Disorders,359,1,283,717.3,359.0,3104.5,4291.159571,LOW GAP,37081|Psychiatry,Guilford County
37183,North Carolina,Psychiatry,Mental Health Disorders,1007,1,83,274.0,1007.0,3104.5,4291.159571,LOW GAP,37183|Psychiatry,Wake County
48029,Texas,Endocrinology,Diabetes,4644,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48029|Endocrinology,Bexar County
37183,North Carolina,Rheumatology,Arthritis,163791,2,943,3266.3,81895.5,10453.0,13315.598761,CRITICAL GAP,37183|Rheumatology,Wake County
26049,Michigan,Pulmonary,Respiratory Disease,28478,1,664,1173.0,28478.0,4251.578947,5741.879972,CRITICAL GAP,26049|Pulmonary,Genesee County
48029,Texas,Endocrinology,Diabetes,14298,4,1559,5544.2,3574.5,18070.0,22988.768287,LOW GAP,48029|Endocrinology,Bexar County
26125,Michigan,Rheumatology,Arthritis,3318,1,102,155.6,3318.0,10453.0,13315.598761,LOW GAP,26125|Rheumatology,Oakland County
26163,Michigan,Pulmonary,Respiratory Disease,40908,2,1435,6284.5,20454.0,4251.578947,5741.879972,CRITICAL GAP,26163|Pulmonary,Wayne County
48029,Texas,Endocrinology,Diabetes,5999,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48029|Endocrinology,Bexar County
26077,Michigan,Rheumatology,Arthritis,85846,1,107,289.8,85846.0,10453.0,13315.598761,CRITICAL GAP,26077|Rheumatology,Kalamazoo County
48029,Texas,Endocrinology,Diabetes,20851,1,750,2337.6,20851.0,18070.0,22988.768287,HIGH GAP,48029|Endocrinology,Bexar County
37119,North Carolina,Endocrinology,Diabetes,57817,3,2004,8200.8,19272.3333,18070.0,22988.768287,HIGH GAP,37119|Endocrinology,Mecklenburg County
37119,North Carolina,Cardiology,Heart Disease,1484,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37119|Cardiology,Mecklenburg County
48439,Texas,Endocrinology,Diabetes,66798,1,796,2088.2,66798.0,18070.0,22988.768287,CRITICAL GAP,48439|Endocrinology,Tarrant County
48439,Texas,Cardiology,Heart Disease,26728,3,2158,6792.2,8909.3333,10823.136364,15071.056217,MODERATE GAP,48439|Cardiology,Tarrant County
37119,North Carolina,Endocrinology,Diabetes,10599,1,280,649.2,10599.0,18070.0,22988.768287,MODERATE GAP,37119|Endocrinology,Mecklenburg County
37067,North Carolina,Rheumatology,Arthritis,9710,2,127,280.6,4855.0,10453.0,13315.598761,LOW GAP,37067|Rheumatology,Forsyth County
48085,Texas,Cardiology,Heart Disease,31162,2,1791,6311.1,15581.0,10823.136364,15071.056217,HIGH GAP,48085|Cardiology,Collin County
48201,Texas,Cardiology,Heart Disease,183016,2,563,1007.3,91508.0,10823.136364,15071.056217,CRITICAL GAP,48201|Cardiology,Harris County
37183,North Carolina,Endocrinology,Diabetes,3437,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37183|Endocrinology,Wake County
26077,Michigan,Psychiatry,Mental Health Disorders,1310,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26077|Psychiatry,Kalamazoo County
37081,North Carolina,Endocrinology,Diabetes,28238,2,235,843.3,14119.0,18070.0,22988.768287,MODERATE GAP,37081|Endocrinology,Guilford County
26077,Michigan,Psychiatry,Mental Health Disorders,27412,1,402,1693.1,27412.0,3104.5,4291.159571,CRITICAL GAP,26077|Psychiatry,Kalamazoo County
26077,Michigan,Pulmonary,Respiratory Disease,451,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
37067,North Carolina,Cardiology,Heart Disease,8889,1,271,516.4,8889.0,10823.136364,15071.056217,MODERATE GAP,37067|Cardiology,Forsyth County
37183,North Carolina,Cardiology,Heart Disease,8232,1,725,1215.2,8232.0,10823.136364,15071.056217,MODERATE GAP,37183|Cardiology,Wake County
37067,North Carolina,Cardiology,Heart Disease,1194,1,592,1512.1,1194.0,10823.136364,15071.056217,LOW GAP,37067|Cardiology,Forsyth County
26077,Michigan,Rheumatology,Arthritis,6300,1,548,1560.6,6300.0,10453.0,13315.598761,MODERATE GAP,26077|Rheumatology,Kalamazoo County
26125,Michigan,Psychiatry,Mental Health Disorders,4863,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
37183,North Carolina,Rheumatology,Arthritis,10774,3,2049,3799.7,3591.3333,10453.0,13315.598761,LOW GAP,37183|Rheumatology,Wake County
26077,Michigan,Psychiatry,Mental Health Disorders,4978,2,1407,2359.4,2489.0,3104.5,4291.159571,MODERATE GAP,26077|Psychiatry,Kalamazoo County
37051,North Carolina,Psychiatry,Mental Health Disorders,1296,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37051|Psychiatry,Cumberland County
37119,North Carolina,Rheumatology,Arthritis,81506,1,250,747.6,81506.0,10453.0,13315.598761,CRITICAL GAP,37119|Rheumatology,Mecklenburg County
48113,Texas,Endocrinology,Diabetes,63094,2,460,1964.8,31547.0,18070.0,22988.768287,HIGH GAP,48113|Endocrinology,Dallas County
48085,Texas,Pulmonary,Respiratory Disease,24794,1,280,1170.7,24794.0,4251.578947,5741.879972,CRITICAL GAP,48085|Pulmonary,Collin County
37081,North Carolina,Cardiology,Heart Disease,965,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37081|Cardiology,Guilford County
48439,Texas,Endocrinology,Diabetes,26860,1,406,1532.1,26860.0,18070.0,22988.768287,HIGH GAP,48439|Endocrinology,Tarrant County
37067,North Carolina,Psychiatry,Mental Health Disorders,2670,1,509,2173.3,2670.0,3104.5,4291.159571,MODERATE GAP,37067|Psychiatry,Forsyth County
37119,North Carolina,Endocrinology,Diabetes,47245,2,1793,3031.9,23622.5,18070.0,22988.768287,HIGH GAP,37119|Endocrinology,Mecklenburg County
37183,North Carolina,Cardiology,Heart Disease,2844,1,421,1041.5,2844.0,10823.136364,15071.056217,LOW GAP,37183|Cardiology,Wake County
26099,Michigan,Psychiatry,Mental Health Disorders,621,1,85,301.4,621.0,3104.5,4291.159571,LOW GAP,26099|Psychiatry,Macomb County
48113,Texas,Cardiology,Heart Disease,1703,2,524,1684.0,851.5,10823.136364,15071.056217,LOW GAP,48113|Cardiology,Dallas County
26163,Michigan,Psychiatry,Mental Health Disorders,11581,4,1706,4322.2,2895.25,3104.5,4291.159571,MODERATE GAP,26163|Psychiatry,Wayne County
26163,Michigan,Pulmonary,Respiratory Disease,5953,2,1129,4268.6,2976.5,4251.578947,5741.879972,MODERATE GAP,26163|Pulmonary,Wayne County
37081,North Carolina,Endocrinology,Diabetes,778,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37081|Endocrinology,Guilford County
37081,North Carolina,Cardiology,Heart Disease,579,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37081|Cardiology,Guilford County
37067,North Carolina,Cardiology,Heart Disease,12739,1,876,1963.8,12739.0,10823.136364,15071.056217,HIGH GAP,37067|Cardiology,Forsyth County
37119,North Carolina,Rheumatology,Arthritis,40061,1,881,2470.2,40061.0,10453.0,13315.598761,CRITICAL GAP,37119|Rheumatology,Mecklenburg County
37081,North Carolina,Rheumatology,Arthritis,59827,3,754,3187.8,19942.3333,10453.0,13315.598761,HIGH GAP,37081|Rheumatology,Guilford County
37183,North Carolina,Endocrinology,Diabetes,77565,1,888,3213.0,77565.0,18070.0,22988.768287,CRITICAL GAP,37183|Endocrinology,Wake County
37183,North Carolina,Endocrinology,Diabetes,140699,1,261,1085.7,140699.0,18070.0,22988.768287,CRITICAL GAP,37183|Endocrinology,Wake County
48085,Texas,Cardiology,Heart Disease,2350,1,222,344.8,2350.0,10823.136364,15071.056217,LOW GAP,48085|Cardiology,Collin County
37067,North Carolina,Cardiology,Heart Disease,4097,1,166,444.9,4097.0,10823.136364,15071.056217,LOW GAP,37067|Cardiology,Forsyth County
26163,Michigan,Pulmonary,Respiratory Disease,3119,1,685,1648.8,3119.0,4251.578947,5741.879972,MODERATE GAP,26163|Pulmonary,Wayne County
37081,North Carolina,Endocrinology,Diabetes,10099,1,315,484.3,10099.0,18070.0,22988.768287,MODERATE GAP,37081|Endocrinology,Guilford County
48085,Texas,Endocrinology,Diabetes,4462,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48085|Endocrinology,Collin County
26077,Michigan,Rheumatology,Arthritis,1958,3,1697,4593.8,652.6667,10453.0,13315.598761,LOW GAP,26077|Rheumatology,Kalamazoo County
48201,Texas,Cardiology,Heart Disease,47491,3,1428,2794.5,15830.3333,10823.136364,15071.056217,HIGH GAP,48201|Cardiology,Harris County
48439,Texas,Endocrinology,Diabetes,34662,1,383,952.8,34662.0,18070.0,22988.768287,HIGH GAP,48439|Endocrinology,Tarrant County
26163,Michigan,Pulmonary,Respiratory Disease,6882,2,327,1433.4,3441.0,4251.578947,5741.879972,MODERATE GAP,26163|Pulmonary,Wayne County
26049,Michigan,Pulmonary,Respiratory Disease,598,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26049|Pulmonary,Genesee County
48201,Texas,Cardiology,Heart Disease,4332,2,898,1857.4,2166.0,10823.136364,15071.056217,LOW GAP,48201|Cardiology,Harris County
48201,Texas,Endocrinology,Diabetes,37510,3,2041,7538.2,12503.3333,18070.0,22988.768287,MODERATE GAP,48201|Endocrinology,Harris County
48029,Texas,Pulmonary,Respiratory Disease,4870,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48029|Pulmonary,Bexar County
48201,Texas,Endocrinology,Diabetes,2464,2,1333,4831.2,1232.0,18070.0,22988.768287,LOW GAP,48201|Endocrinology,Harris County
37183,North Carolina,Endocrinology,Diabetes,47100,1,102,321.0,47100.0,18070.0,22988.768287,CRITICAL GAP,37183|Endocrinology,Wake County
26125,Michigan,Psychiatry,Mental Health Disorders,6376,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
48113,Texas,Pulmonary,Respiratory Disease,16453,2,482,1947.3,8226.5,4251.578947,5741.879972,HIGH GAP,48113|Pulmonary,Dallas County
37067,North Carolina,Cardiology,Heart Disease,103554,1,385,861.6,103554.0,10823.136364,15071.056217,CRITICAL GAP,37067|Cardiology,Forsyth County
